cleaned_text,label
yesher alway avail work place,ham
ye place town meet excit adult singl txt chat pmsg,spam
lol ouch wish stay bit longer,ham
god ask forgiv littl child gave love repli wonder fruit tree give hurt stone good night,ham
well join ltgt bu,ham
ask keep one mayb that didnt get messag sent glo,ham
free week nokia tone mob everi week txt nokia get txting tell mate wwwgetzedcouk pobox wwq normpton,spam
send ltgt min,ham
would smoke help work difficult time,ham
someon know ask date servic contact cant guess call reveal pobox sxi,spam
yesmum lookin strong,ham
sir goodmorn free call,ham
call,ham
see messag leav congrat dear school wat plan,ham
love girl offic may wonder smile sore,ham
wlcome back wonder got eaten lion someth noth much,ham
uncl timi help clear car,ham
came hostel go sleep plz call class hrishi,ham
bag,ham
spoke maneesha wed like know satisfi experi repli toll free ye,ham
lor msg call,ham
mila age blond new look sex guy like fun text mtalk pptxt free increment help,spam
fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm sea pass time atlast ju stone sun rose amp found tht stone diamond moraldont wake earli mrng good night,ham
claim shop spree call mobstorequizppm,spam
physic get,ham
dear friend sorri late inform today birthday love arpraveesh detail log face book see number ltgt dont miss delici treat,ham
go send,ham
onlin transact,ham
dear got train seat mine lower seat,ham
let know need anyth els salad desert someth mani beer shall get,ham
wat,ham
whore unbeliev,ham
want funk fone weekli new tone repli tonesu text wwwringtonescouk origin best tone gbp network oper rate appli,spam
sure dont mean get made hold weed,ham
love know feel make belli warm wish love shall meet dream ahmad ador kiss,ham
twink bear scalli skin jock call dont miss weekend fun call pmin stop text call nat rate,spam
love want flood pretti pussi cum,ham
hey angri repli,ham
short cute good person dont tri prove gud noon,ham
also rememb bead dont come ever,ham
thread wishlist section forum ppl post nitro request start last page collect bottom,ham
first time histori need comfort luxuri sold price india onionr ltgt petrolr ltgt beerr ltgt shesil ltgt,ham
feb ltgt love day send di valu frnd evn come back ull marri person luv ignor di lose luv evr,ham
actual nvm got hella cash still ltgt ish,ham
tri contact repli offer video handset anytim network min unlimit text camcord repli call,spam
least armand still around,ham
happi sit togeth,ham
yup song bro creativ neva test qualiti said check review onlin,ham
dude fakemi frnd got money tht reffer uif member wit mail link credit ltgt geti ltgt rsi draw acc wen ltgt,ham
dude makin weirdi browni sister made awesom cooki took pic,ham
urgent tri contact last weekend draw show prize guarante call claim code valid hour,spam
pl dont restrict eat anythin like next two day,ham
ask come enough,ham
funer home audrey dad,ham
aight text address,ham
excel wish togeth right,ham
yep fine ice age,ham
pl wont beliv godnot jesu,ham
dunno wat get,ham
yet chikkuk wat abt tht guy stop irrit msging,ham
long take get,ham
number vivek,ham
xma iscom award either gift voucher free entri weekli draw txt music tnc,spam
sorri brah finish last exam,ham
got arrest possess shit lttimegt,ham
right though cant give space want need realli start becom issu go suggest set definit move outif still greec mayb readi,ham
normal,ham
pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi,ham
miss much despar record messag left day listen hear sound voic love,ham
alway onlin yahoo would like chat someday,ham
goodmorningmi grandfath expiredso leav today,ham
congratul claim vip row ticket blu concert novemb blu gift guarante call claim tsc wwwsmsconet costmax,spam
yuou work get mom find spot would work need,ham
sure ill see come bit,ham
agre stop thinkin ipad pleas ask macho question,ham
let pool money togeth buy bunch lotto ticket win get ltgt get ltgt deal,ham
askd question hour answer,ham
watch lor nice one like lor,ham
think chennai forgot come auction,ham
come pick,ham
earli bird purchas yet,ham
went pay rent bank authoris payment,ham
erm ill pick thatll give enough time get park,ham
hey mate how honeydid ave good holiday gimmi gossx,ham
howz painit come todaydo said ystrdayic medicin,ham
chile pleas ltdecimalgt hour drive come time sublet febapril audit season,ham
ye ammaelif take lot turn sit tri hold steer,ham
yeah that thought lem know anyth goin later,ham
mmmm cant wait lick,ham
pl today ltgt dont want excus,ham
fantasi footbal back sky gamestar sky activ play dream team score start saturday regist nowski opt,spam
plz tell an bslvyl sent via fullonsmscom,ham
town alon,ham
look forward sex cuddl two sleep,ham
rounderso requir,ham
truekdo knw di ltgt,ham
dont worri day big lambu cometil enjoy batchlor parti,ham
got hip hop open haha think jazz zoom cine actual tonight free leh there lesson tonight,ham
free msg singl find partner area real peopl wait chat nowsend chat cncl send stopc per msg,spam
part tomorrow,ham
found diff farm shop buy chees way back call,ham
still work,ham
win newest harri potter order phoenix book repli harri answer question chanc first among reader,spam
yep like pink furnitur tho,ham
free msg ringtonefrom httptm widelivecomindex wmlidbaeceffffirsttruejul,spam
custom place wil cal sir,ham
god ive found number glad text back xafter msg cst std ntwk chg,spam
pure heart person wonder smile make even hisher enemi feel guilti enemi catch world smile goodmorn amp smiley sunday,ham
that alrit girl know gail neva wrongtak care sweet dont worryc ltr hunlov yaxxx,ham
theoret yeah could abl come,ham
alright hook guy,ham
know peopl still town,ham
let math good,ham
wait lect havent finish,ham
yeah usual guy town therer definit peopl around know,ham
join today formallypl keep prayingwil talk later,ham
happi sad one thing past good morn,ham
multimedia messag email,ham
oki scare say fat dun wan alreadi,ham
get messag,ham
sorri sir call tomorrow senthilhsbc,ham
need person give,ham
left vagu said would inform person account delay rent discuss hous agenc rent anoth place check onlin place around usc ltgt,ham
juan come home fri hey cours expect welcom parti lot present ill phone get back load love nicki,ham
plz tell an bslvyl sent via fullonsmscom,ham
short cute good person dont tri prove gud noon,ham
gumbi special ltgt chees pizza know doin tonight,ham
link pictur sent also use httpaltocoukwavewaveaspo,spam
like person size,ham
great aunt anniversari parti tarpon spring,ham
cab availablethey pick drop door step,ham
oktak careumma,ham
unlimit text limit minut,ham
doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf,spam
problem spend lot qualiti time togeth,ham
urgent attempt contact prize yesterday still await collect claim call aclpm,spam
heard week,ham
dear dave final notic collect tenerif holiday cash award call landlin tc sae box cwwx ppm,spam
ye last practic,ham
tell call claim prize enter mobil person detail prompt care,spam
thank youv wonder,ham
otherwis part time job natuit,ham
mean confirm tot juz say oni,ham
oki,ham
depend would like treat,ham
right brah see later,ham
wait car mum lor leh reach home alreadi,ham
account xxxxxxxxx show unredeem point claim call identifi code xxxxx expir,spam
want new video handset anytim network min half price line rental camcord repli call deliveri tomorrow,spam
went fast asleep deartak care,ham
mean fat head,ham
sound like plan cardiff still still cold sit radiat,ham
seriou like proper tongu,ham
she good wonder wont say she smile cope long distanc,ham
noe she car later lar wear short,ham
import custom servic announc call freephon,spam
yeah whatev lol,ham
today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,ham
ard lor messag lor,ham
laptop got stock lei say mon muz come take look got,ham
need bore izzit suddenli thk,ham
wish dont think gon snow much flurri usual get melt hit ground eek havent snow sinc ltgt even born,ham
freerington repli real poli real pushbutton dontcha babygoodby golddigg webeburnin tone free join,spam
thing chang sentenc want concentr educ career leav,ham
realli perform write paper movi home midnight huh,ham
okay lor still let coz know later drop card box right,ham
izzit still rain,ham
wasnt enough troubl sleep,ham
havent add yet right,ham
lol realli need rememb eat drink appreci keep compani night babe smile,ham
babe lost tri reboot,ham
ye nigh cant aha,ham
thk got home urself co ill go shop fren present,ham
nooooooo gon bore death day cabl internet outag,ham
so amount get pl,ham
playin space poker,ham
come guoyang tell told,ham
need get,ham
give second chanc rahul dengra,ham
yeah fact ask need anyth like hour ago much,ham
first strike red one bird antelop begin toplay fieldof selfindepend believ flower content growrandom,ham
wan doctor,ham
daddi,ham
free msg get gnarl barkley crazi rington total free repli messag right,spam
she borderlin yeah whatev,ham
got call landlin number ask come anna nagar afternoon,ham
lor dinner togeth,ham
gentl princess make sweet gentl love,ham
doin babi girl hope okay everi time call ure phone miss get touch,ham
sorri went bed earli nightnight,ham
like think there alway possibl pub later,ham
hmm yeah groov look forward pound special,ham
got video tape pple type messag lor free wan help hee co noe wan watch infern affair ask along ask shuhui oso,ham
dude reali mise today,ham
hungri buy food good lei mum yun dun wan juz buy littl bit,ham
refus loan secur unsecur cant get credit call free text back help,spam
probabl wont eat today think gon pop weekend miss,ham
knew slept late yest wake late,ham
haha dont angri take practic real thing,ham
one day train,ham
could kiss feel next,ham
nice day dear,ham
sent lanr fakey eckankar detail mail box,ham
dad back,ham
special select receiv award call line close cost ppm tc appli promo,spam
ask say pleas messag,ham
time lor,ham
love aathilov lot,ham
callin say take care bruv,ham
valu vodafon custom comput pick win prize collect easi call,spam
turn heater heater set ltgt degre,ham
thank messag realli appreci sacrific sure process direct pay find way back test tomorrow class wonder day,ham
that troubl class well your due dodgey one expect mine tomo see recoveri time place,ham
free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout,spam
wot,ham
night night see tomorrow,ham
roger probabl go rem,ham
think girl propos today se bloodi funki shit fuck faceasssssholeee,ham
wish feel alon,ham
great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd free stoptxt tc,spam
reason team budget avail last buy unsold player base rate,ham
ceri rebel sweet dreamz littl buddi moro need bloke,ham
ringtonek,spam
huh cant thk oredi mani page,ham
fren lor alon wif mum si lor,ham
nationwid auto centr someth like newport road like,ham
hey miss last night phone charg smile meet friend shortli,ham
whatev juliana whatev want,ham
friendship game play word say doesnt start march end may tomorrow yesterday today,ham
